provinsi,jenis,daerah,tahun,periode,gk,Cluster
17,1,1,2020,1,-0.6799344579978885,2
17,1,2,2021,0,-0.5874718819398109,2
17,1,2,2021,1,-0.5687217210965463,2
17,1,2,2022,0,-0.5204260474439188,2
17,1,2,2022,1,-0.4679822791217407,0
17,1,0,2021,0,-0.6541892182553504,2
17,1,0,2021,1,-0.5751370973246094,2
17,1,0,2022,0,-0.5385771821935993,2
17,1,0,2022,1,-0.46934780096948103,0
17,1,1,2021,0,-0.6165343091898315,2
17,1,1,2021,1,-0.5714978527775655,2
17,1,1,2022,0,-0.5281940632381398,2
17,1,1,2022,1,-0.4685684229337424,0
17,2,2,2013,0,0.5576985393326115,0
17,2,2,2013,1,0.7280473898382178,0
17,2,2,2014,0,0.8725994714749561,1
17,2,2,2014,1,0.9929070991735123,1
17,2,0,2013,0,0.6827404055127202,0
17,2,0,2013,1,0.8566383245942932,1
17,2,0,2014,0,0.9334038405441483,1
17,2,0,2014,1,1.1421547724470558,1
17,2,1,2013,0,0.0,0
17,2,1,2013,1,0.0,0
17,2,1,2014,0,0.0,0
17,2,1,2014,1,0.0,0
17,2,2,2015,0,1.1051310951790774,1
17,2,2,2015,1,1.3715173548818929,1
17,2,2,2016,0,1.4033237081089767,1
17,2,2,2016,1,1.6088476284754791,1
17,2,0,2015,0,1.2729485773537312,1
17,2,0,2015,1,1.5383235779523239,1
17,2,0,2016,0,1.5658014845677024,1
17,2,0,2016,1,1.737032771361707,1
17,2,1,2015,0,1.190302299861485,1
17,2,1,2015,1,1.4561797094417934,1
17,2,1,2016,0,1.4835609989453036,1
17,2,1,2016,1,1.6778322463495308,1
17,2,2,2017,0,1.7218767670799475,1
17,2,2,2017,1,1.875188800192756,1
17,2,2,2018,0,2.0549223928311813,1
17,2,2,2018,1,2.2688520019302363,1
17,2,0,2017,0,1.9261446649921605,1
17,2,0,2017,1,2.0560560336104374,1
17,2,0,2018,0,2.153890521088399,1
17,2,0,2018,1,2.37162684439507,1
17,2,1,2017,0,1.826873803117755,1
17,2,1,2017,1,1.958253751836432,1
17,2,1,2018,0,2.1098782060619388,1
17,2,1,2018,1,2.3202007763179058,1
17,2,2,2019,0,2.3648636465642805,1
17,2,2,2019,1,2.5844614595596163,1
17,2,2,2020,0,2.619803999081084,1
17,2,2,2020,1,2.6573300853307784,1
17,2,0,2019,0,2.4574808100013477,1
17,2,0,2019,1,2.7171231952957475,1
17,2,0,2020,0,2.761096863477461,1
17,2,0,2020,1,2.788664946063917,1
17,2,1,2019,0,2.4077809676562327,1
17,2,1,2019,1,2.6469405252345273,1
17,2,1,2020,0,2.689503583582962,1
17,2,1,2020,1,2.725953999320521,1
17,2,2,2021,0,2.7956471426816076,1
17,2,2,2021,1,2.8976361659699115,1
17,2,2,2022,0,3.098728581472049,1
17,2,2,2022,1,3.4300415403504427,1
17,2,0,2021,0,2.991973113998237,1
17,2,0,2021,1,3.138393126464431,1
17,2,0,2022,0,3.32774334230416,1
17,2,0,2022,1,3.6646150056853832,1
17,2,1,2021,0,2.8875557806316396,1
17,2,1,2021,1,3.0051323646347154,1
17,2,1,2022,0,3.2046853474877492,1
17,2,1,2022,1,3.5382591467838638,1
18,0,2,2015,0,-0.031601431656836335,0
18,0,2,2015,1,0.09452898731698996,0
18,0,2,2016,0,0.14241242795897874,0
18,0,2,2016,1,0.19760012225822007,0
18,0,0,2015,0,0.08120226701993927,0
18,0,0,2015,1,0.25546733112661224,0
18,0,0,2016,0,0.31721854789211484,0
18,0,0,2016,1,0.4026151925022154,0
18,0,1,2015,0,-0.013102475304429578,0
18,0,1,2015,1,0.12091834113865098,0
18,0,1,2016,0,0.17093379938253625,0
18,0,1,2016,1,0.23200869636495994,0
18,0,2,2017,0,0.23719381470189846,0
18,0,2,2017,1,0.3450764818141759,0
18,0,2,2018,0,0.4503955748915446,0
18,0,2,2018,1,0.4661570464076794,0
18,0,0,2017,0,0.4590202624109988,0
18,0,0,2017,1,0.5369451837032749,0
18,0,0,2018,0,0.5988831935517231,0
18,0,0,2018,1,0.6547085607892961,0
18,0,1,2017,0,0.272864852403719,0
18,0,1,2017,1,0.3763868672003351,0
18,0,1,2018,0,0.47332603610831614,0
18,0,1,2018,1,0.4875802806793037,0
18,0,2,2019,0,0.579411624939841,0
18,0,2,2019,1,0.6008863883377951,0
18,0,2,2020,0,0.6611947895660626,0
18,0,2,2020,1,0.671603673084687,0
18,0,0,2019,0,0.6974841767838411,0
18,0,0,2019,1,0.8078338008191588,1
18,0,0,2020,0,0.8924832730974769,1
18,0,0,2020,1,0.9037745929044996,1
18,0,1,2019,0,0.5932471953593986,0
18,0,1,2019,1,0.6194175503941579,0
18,0,1,2020,0,0.6848273351290781,0
18,0,1,2020,1,0.6886018436327377,0
18,0,2,2021,0,0.7923106515122994,1
18,0,2,2021,1,0.8111059003411026,1
18,0,2,2022,0,0.9639734947393163,1
18,0,2,2022,1,1.1730078368370378,1
18,0,0,2021,0,0.9943177090067913,1
18,0,0,2021,1,1.0539175847480238,1
18,0,0,2022,0,1.2404594632027772,1
18,0,0,2022,1,1.4246567664095238,1
18,0,1,2021,0,0.8076792134401694,1
18,0,1,2021,1,0.8302618530542146,1
18,0,1,2022,0,0.9948845293964192,1
18,0,1,2022,1,1.2066434740488303,1
18,1,2,2015,0,-0.9581530933341899,2
18,1,2,2015,1,-0.8823601896438102,2
18,1,2,2016,0,-0.872775772146463,2
18,1,2,2016,1,-0.8534909966175265,2
18,1,0,2015,0,-1.2867929787842238,2
18,1,0,2015,1,-1.2272768378732772,2
18,1,0,2016,0,-1.2242559428421913,2
18,1,0,2016,1,-1.214980700102823,2
18,1,1,2015,0,-1.0120461183343943,2
18,1,1,2015,1,-0.9389198469315831,2
18,1,1,2016,0,-0.928742844481443,2
18,1,1,2016,1,-0.9093292461366818,2
18,1,2,2017,0,-0.8258585026231584,2
18,1,2,2017,1,-0.7814468368676415,2
18,1,2,2018,0,-0.7326165485293422,2
18,1,2,2018,1,-0.7038375314741356,2
18,1,0,2017,0,-1.2008295137844953,2
18,1,0,2017,1,-1.1811453875265026,2
18,1,0,2018,0,-1.1078645287447018,2
18,1,0,2018,1,-1.0709503508701743,2
18,1,1,2017,0,-0.8820188091818751,2
18,1,1,2017,1,-0.8387472253464056,2
18,1,1,2018,0,-0.7858332537464677,2
18,1,1,2018,1,-0.7441783962495964,2
18,1,2,2019,0,-0.6432714846142189,2
18,1,2,2019,1,-0.6176228619835491,2
18,1,2,2020,0,-0.6036520276073756,2
18,1,2,2020,1,-0.5965474493146511,2
18,1,0,2019,0,-1.0295917858496995,2
18,1,0,2019,1,-1.004606600720526,2
18,1,0,2020,0,-0.9733735090238615,2
18,1,0,2020,1,-0.9676022468749214,2
18,1,1,2019,0,-0.6818088299681359,2
18,1,1,2019,1,-0.6565853226296872,2
18,1,1,2020,0,-0.6402634718647154,2
18,1,1,2020,1,-0.6259705804489806,2
18,1,2,2021,0,-0.5553241482507921,2
18,1,2,2021,1,-0.5038787567512542,0
18,1,2,2022,0,-0.452310983576683,0
18,1,2,2022,1,-0.3650335258555439,0
18,1,0,2021,0,-0.9496314640673953,2
18,1,0,2021,1,-0.931512535021671,2
18,1,0,2022,0,-0.90874310232468,2
18,1,0,2022,1,-0.8454460117692827,2
18,1,1,2021,0,-0.5847086325403741,2
18,1,1,2021,1,-0.5336754740514749,2
18,1,1,2022,0,-0.5036790813867261,0
18,1,1,2022,1,-0.41661418131169753,0
18,2,2,2013,0,0.511605735830584,0
18,2,2,2013,1,0.6548953538722416,0
18,2,2,2014,0,0.7589519833545296,0
18,2,2,2014,1,0.8194600599473253,1
18,2,0,2013,0,0.14759754629591726,0
18,2,0,2013,1,0.39206460388618397,0
18,2,0,2014,0,0.5228068796665295,0
18,2,0,2014,1,0.6129313216173914,0
18,2,1,2013,0,0.0,0
18,2,1,2013,1,0.0,0
18,2,1,2014,0,0.0,0
18,2,1,2014,1,0.0,0
18,2,2,2015,0,0.9677351209613934,1
18,2,2,2015,1,1.1696584436255992,1
18,2,2,2016,0,1.2271263017649352,1
18,2,2,2016,1,1.3015987715931132,1
18,2,0,2015,0,0.751898934188135,0
18,2,0,2015,1,0.9856801392057545,1
18,2,0,2016,0,1.050452251002343,1
18,2,0,2016,1,1.1451241383518118,1
18,2,1,2015,0,0.9323410523135957,1
18,2,1,2015,1,1.1394881401594874,1
18,2,1,2016,0,1.1996806008535128,1
18,2,1,2016,1,1.2801690961806977,1
18,2,2,2017,0,1.368831399171951,1
18,2,2,2017,1,1.521125732039745,1
18,2,2,2018,0,1.675268672314622,1
18,2,2,2018,1,1.719822043167546,1
18,2,0,2017,0,1.2156868357197144,1
18,2,0,2017,1,1.313289442129192,1
18,2,0,2018,0,1.448508310759441,1
18,2,0,2018,1,1.5412542970123326,1
18,2,1,2017,0,1.3483356891742635,1
18,2,1,2017,1,1.4951292878063491,1
18,2,1,2018,0,1.644982428314268,1
18,2,1,2018,1,1.700897971522918,1
18,2,2,2019,0,1.8936297862780416,1
18,2,2,2019,1,1.9407531723066656,1
18,2,2,2020,0,2.015038849051898,1
18,2,2,2020,1,2.0325458697224557,1
18,2,0,2019,0,1.6253820368865612,1
18,2,0,2019,1,1.7607168460510523,1
18,2,0,2020,0,1.8765929688852436,1
18,2,0,2020,1,1.8936619919819977,1
18,2,1,2019,0,1.8689280113436824,1
18,2,1,2019,1,1.9203218737168903,1
18,2,1,2020,0,2.002053509216782,1
18,2,1,2020,1,2.020120909136177,1
18,2,2,2021,0,2.194476149213927,1
18,2,2,2021,1,2.264716789542268,1
18,2,2,2022,0,2.4691521571150528,1
18,2,2,2022,1,2.7654639569339134,1
18,2,0,2021,0,2.0021758908918157,1
18,2,0,2021,1,2.0798882545379813,1
18,2,0,2022,0,2.2892060068305167,1
18,2,0,2022,1,2.5367004005926606,1
18,2,1,2021,0,2.180460226852215,1
18,2,1,2021,1,2.2540760249551592,1
18,2,1,2022,0,2.4486950939621126,1
18,2,1,2022,1,2.747518938689552,1
5,0,2,2015,0,0.10106674522008635,0
5,0,2,2015,1,0.1531304862355821,0
5,0,2,2016,0,0.16579376903113632,0
5,0,2,2016,1,0.19989316837989723,0
5,0,0,2015,0,0.0,0
5,0,0,2015,1,0.0,0
5,0,0,2016,0,0.0,0
5,0,0,2016,1,0.0,0
5,0,1,2015,0,0.10106674522008635,0
5,0,1,2015,1,0.1531304862355821,0
5,0,1,2016,0,0.16579376903113632,0
5,0,1,2016,1,0.19989316837989723,0
5,0,2,2017,0,0.2800467243859382,0
5,0,2,2017,1,0.5107039761198121,0
5,0,2,2018,0,0.5813375260364182,0
5,0,2,2018,1,0.6755842980936659,0
5,0,0,2017,0,0.0,0
5,0,0,2017,1,0.0,0
5,0,0,2018,0,0.0,0
5,0,0,2018,1,0.0,0
5,0,1,2017,0,0.2800467243859382,0
5,0,1,2017,1,0.5107039761198121,0
5,0,1,2018,0,0.5813375260364182,0
5,0,1,2018,1,0.6755842980936659,0
5,0,2,2019,0,0.811653397308357,1
5,0,2,2019,1,0.9533778181377462,1
5,0,2,2020,0,1.0450867807232502,1
5,0,2,2020,1,1.0559787498012168,1
5,0,0,2019,0,0.0,0
5,0,0,2019,1,0.0,0
5,0,0,2020,0,0.0,0
5,0,0,2020,1,0.0,0
5,0,1,2019,0,0.811653397308357,1
5,0,1,2019,1,0.9533778181377462,1
5,0,1,2020,0,1.0450867807232502,1
5,0,1,2020,1,1.0559787498012168,1
5,0,2,2021,0,1.1299552517884701,1
5,0,2,2021,1,1.2045823089956373,1
5,0,2,2022,0,1.3161493086404972,1
5,0,2,2022,1,1.487354830871337,1
5,0,0,2021,0,0.0,0
5,0,0,2021,1,0.0,0
5,0,0,2022,0,0.0,0
5,0,0,2022,1,0.0,0
5,0,1,2021,0,1.1299552517884701,1
5,0,1,2021,1,1.2045823089956373,1
5,0,1,2022,0,1.3161493086404972,1
5,0,1,2022,1,1.487354830871337,1
5,1,2,2015,0,-0.8767113091699034,2
5,1,2,2015,1,-0.82796475566189,2
5,1,2,2016,0,-0.7934788878656553,2
5,1,2,2016,1,-0.76103486170024,2
5,1,0,2015,0,0.0,0
5,1,0,2015,1,0.0,0
5,1,0,2016,0,0.0,0
5,1,0,2016,1,0.0,0
5,1,1,2015,0,-0.8767113091699034,2
5,1,1,2015,1,-0.82796475566189,2
5,1,1,2016,0,-0.7934788878656553,2
5,1,1,2016,1,-0.76103486170024,2
5,1,2,2017,0,-0.7390641304613614,2
5,1,2,2017,1,-0.7011193700602374,2
5,1,2,2018,0,-0.6760311266784044,2
5,1,2,2018,1,-0.6757863633283377,2
5,1,0,2017,0,0.0,0
5,1,0,2017,1,0.0,0
5,1,0,2018,0,0.0,0
5,1,0,2018,1,0.0,0
5,1,1,2017,0,-0.7390641304613614,2
5,1,1,2017,1,-0.7011193700602374,2
5,1,1,2018,0,-0.6760311266784044,2
5,1,1,2018,1,-0.6757863633283377,2
5,1,2,2019,0,-0.6219513085952543,2
5,1,2,2019,1,-0.5955941604775494,2
5,1,2,2020,0,-0.5775074371357812,2
5,1,2,2020,1,-0.5694817757099112,2
5,1,0,2019,0,0.0,0
5,1,0,2019,1,0.0,0
5,1,0,2020,0,0.0,0
5,1,0,2020,1,0.0,0
5,1,1,2019,0,-0.6219513085952543,2
5,1,1,2019,1,-0.5955941604775494,2
5,1,1,2020,0,-0.5775074371357812,2
5,1,1,2020,1,-0.5694817757099112,2
5,1,2,2021,0,-0.5513499643826044,2
5,1,2,2021,1,-0.5138109958513277,2
5,1,2,2022,0,-0.4714154071634652,0
5,1,2,2022,1,-0.420949069064194,0
5,1,0,2021,0,0.0,0
5,1,0,2021,1,0.0,0
5,1,0,2022,0,0.0,0
5,1,0,2022,1,0.0,0
5,1,1,2021,0,-0.5513499643826044,2
5,1,1,2021,1,-0.5138109958513277,2
5,1,1,2022,0,-0.4714154071634652,0
5,1,1,2022,1,-0.420949069064194,0
5,2,2,2013,0,0.6668694346031345,0
5,2,2,2013,1,0.8400395047752987,1
5,2,2,2014,0,0.9268338769370957,1
5,2,2,2014,1,1.0026010160643104,1
5,2,0,2013,0,0.0,0
5,2,0,2013,1,0.8400395047752987,1
5,2,0,2014,0,0.0,0
5,2,0,2014,1,0.0,0
5,2,1,2013,0,0.0,0
5,2,1,2013,1,0.0,0
5,2,1,2014,0,0.0,0
5,2,1,2014,1,0.0,0
5,2,2,2015,0,1.1818450820026025,1
5,2,2,2015,1,1.2826489353853205,1
5,2,2,2016,0,1.3298045271179004,1
5,2,2,2016,1,1.3963479526320768,1
5,2,0,2015,0,0.0,0
5,2,0,2015,1,0.0,0
5,2,0,2016,0,0.0,0
5,2,0,2016,1,0.0,0
5,2,1,2015,0,1.1818450820026025,1
5,2,1,2015,1,1.2826553765261117,1
5,2,1,2016,0,1.3298045271179004,1
5,2,1,2016,1,1.3963479526320768,1
5,2,2,2017,0,1.4984786810177877,1
5,2,2,2017,1,1.7670806931527856,1
5,2,2,2018,0,1.8628024864512245,1
5,2,2,2018,1,1.957294021858539,1
5,2,0,2017,0,0.0,0
5,2,0,2017,1,0.0,0
5,2,0,2018,0,0.0,0
5,2,0,2018,1,0.0,0
5,2,1,2017,0,1.4984722398769963,1
5,2,1,2017,1,1.7670742520119944,1
5,2,1,2018,0,1.8627960453104333,1
5,2,1,2018,1,1.957294021858539,1
5,2,2,2019,0,2.1471917346655225,1
5,2,2,2019,1,2.3152733036126163,1
5,2,2,2020,0,2.4250689895398887,1
5,2,2,2020,1,2.4439930611845164,1
5,2,0,2019,0,0.0,0
5,2,0,2019,1,0.0,0
5,2,0,2020,0,0.0,0
5,2,0,2020,1,0.0,0
5,2,1,2019,0,2.1471917346655225,1
5,2,1,2019,1,2.3152733036126163,1
5,2,1,2020,0,2.4250689895398887,1
5,2,1,2020,1,2.443986620043725,1
5,2,2,2021,0,2.536094933358285,1
5,2,2,2021,1,2.648260959096729,1
5,2,2,2022,0,2.8022235474294517,1
5,2,2,2022,1,3.0238954077595626,1
5,2,0,2021,0,0.0,0
5,2,0,2021,1,0.0,0
5,2,0,2022,0,0.0,0
5,2,0,2022,1,0.0,0
5,2,1,2021,0,2.536094933358285,1
5,2,1,2021,1,2.648260959096729,1
5,2,1,2022,0,2.8022235474294517,1
5,2,1,2022,1,3.0238954077595626,1
9,0,2,2015,0,-0.5824413509818619,2
9,0,2,2015,1,-0.515685367821575,2
9,0,2,2016,0,-0.48767928766131585,0
9,0,2,2016,1,-0.4505654344222602,0
9,0,0,2015,0,-0.4679178677138284,0
9,0,0,2015,1,-0.4043244846820346,0
9,0,0,2016,0,-0.36907212113164384,0
9,0,0,2016,1,-0.34543957556862837,0
9,0,1,2015,0,-0.545011881844036,2
9,0,1,2015,1,-0.4792864812103458,0
9,0,1,2016,0,-0.4495670575996199,0
9,0,1,2016,1,-0.4184112595924501,0
9,0,2,2017,0,-0.38102043729937174,0
9,0,2,2017,1,-0.34299194206796174,0
9,0,2,2018,0,-0.2597144327781752,0
9,0,2,2018,1,-0.24196264875755089,0
9,0,0,2017,0,-0.30058347109851674,0
9,0,0,2017,1,-0.24940860751221045,0
9,0,0,2018,0,-0.1925140109032937,0
9,0,0,2018,1,-0.1754836346512869,0
9,0,1,2017,0,-0.35683395362831066,0
9,0,1,2017,1,-0.3162934134883218,0
9,0,1,2018,0,-0.24072594972563513,0
9,0,1,2018,1,-0.22441054010145464,0
9,0,2,2019,0,-0.14853390158078905,0
9,0,2,2019,1,-0.07920790324480233,0
9,0,2,2020,0,-0.025411495356466245,0
9,0,2,2020,1,-0.0028288557424209506,0
9,0,0,2019,0,-0.12710422616837358,0
9,0,0,2019,1,-0.05173643777021499,0
9,0,0,2020,0,0.021570185574750635,0
9,0,0,2020,1,0.0557726431761712,0
9,0,1,2019,0,-0.14306537304903652,0
9,0,1,2019,1,-0.07205179582574804,0
9,0,1,2020,0,-0.013514708315068168,0
9,0,1,2020,1,0.01148335909568762,0
9,0,2,2021,0,0.058684038813806245,0
9,0,2,2021,1,0.11333067728658443,0
9,0,2,2022,0,0.1772332350763572,0
9,0,2,2022,1,0.3178626619712377,0
9,0,0,2021,0,0.10103453951613021,0
9,0,0,2021,1,0.16905298627149767,0
9,0,0,2022,0,0.2557829470253824,0
9,0,0,2022,1,0.3722516548123667,0
9,0,1,2021,0,0.0687128950257482,0
9,0,1,2021,1,0.12638042852961232,0
9,0,1,2022,0,0.19529419385496044,0
9,0,1,2022,1,0.3302232111496042,0
9,1,2,2015,0,-1.3519644413098686,2
9,1,2,2015,1,-1.349098133657772,2
9,1,2,2016,0,-1.3338197477009792,2
9,1,2,2016,1,-1.3250211493801618,2
9,1,0,2015,0,-1.4785392989982895,2
9,1,0,2015,1,-1.4544623147206794,2
9,1,0,2016,0,-1.4529422054939496,2
9,1,0,2016,1,-1.4359955640722286,2
9,1,1,2015,0,-1.3933358886119258,2
9,1,1,2015,1,-1.3835389134684681,2
9,1,1,2016,0,-1.372093006282456,2
9,1,1,2016,1,-1.3573427938705438,2
9,1,2,2017,0,-1.3107991105131305,2
9,1,2,2017,1,-1.2862454818169695,2
9,1,2,2018,0,-1.2805450722167326,2
9,1,2,2018,1,-1.275244013345552,2
9,1,0,2017,0,-1.413573952977964,2
9,1,0,2017,1,-1.3911781064468645,2
9,1,0,2018,0,-1.3769109795942944,2
9,1,0,2018,1,-1.3704183096767366,2
9,1,1,2017,0,-1.3396425389762494,2
9,1,1,2017,1,-1.3141549448653602,2
9,1,1,2018,0,-1.3054980516419499,2
9,1,1,2018,1,-1.2984900904610939,2
9,1,2,2019,0,-1.2609833276337734,2
9,1,2,2019,1,-1.2447967408254175,2
9,1,2,2020,0,-1.2300078815687578,2
9,1,2,2020,1,-1.2281335095985106,2
9,1,0,2019,0,-1.3604667471542895,2
9,1,0,2019,1,-1.3446988344973634,2
9,1,0,2020,0,-1.3337424540114846,2
9,1,0,2020,1,-1.3212466408765022,2
9,1,1,2019,0,-1.2843582275651397,2
9,1,1,2019,1,-1.2681974053199487,2
9,1,1,2020,0,-1.2542330120845664,2
9,1,1,2020,1,-1.2490028057620892,2
9,1,2,2021,0,-1.2114960429347688,2
9,1,2,2021,1,-1.2029550902456005,2
9,1,2,2022,0,-1.1766172655502691,2
9,1,2,2022,1,-1.1360445197063243,2
9,1,0,2021,0,-1.2994176147350307,2
9,1,0,2021,1,-1.2947477876613904,2
9,1,0,2022,0,-1.2638431941450785,2
9,1,0,2022,1,-1.2085588827339688,2
9,1,1,2021,0,-1.2307357304781668,2
9,1,1,2021,1,-1.222690745629923,2
9,1,1,2022,0,-1.1951419864658408,2
9,1,1,2022,1,-1.1512005239880836,2
9,2,2,2013,0,-0.2922099880699204,0
9,2,2,2013,1,-0.1463117080078154,0
9,2,2,2014,0,-0.09766177161167049,0
9,2,2,2014,1,-0.059285454777534184,0
9,2,0,2013,0,-0.4055289780099942,0
9,2,0,2013,1,-0.229647187564723,0
9,2,0,2014,0,-0.16913911097192735,0
9,2,0,2014,1,-0.12127499375231225,0
9,2,1,2013,0,0.0,0
9,2,1,2013,1,0.0,0
9,2,1,2014,0,0.0,0
9,2,1,2014,1,0.0,0
9,2,2,2015,0,0.02307741251989798,0
9,2,2,2015,1,0.09270614447307243,0
9,2,2,2016,0,0.13599061059012446,0
9,2,2,2016,1,0.1819030621499975,0
9,2,0,2015,0,0.011038920381092889,0
9,2,0,2015,1,0.09870284654970568,0
9,2,0,2016,0,0.13547531932682622,0
9,2,0,2016,1,0.17605450631156247,0
9,2,1,2015,0,0.019141875496457687,0
9,2,1,2015,1,0.09466425127360574,0
9,2,1,2016,0,0.13582958207034376,0
9,2,1,2016,1,0.18173559248942556,0
9,2,2,2017,0,0.26567653928070856,0
9,2,2,2017,1,0.3282522220674884,0
9,2,2,2018,0,0.4172301409575117,0
9,2,2,2018,1,0.44028942499010787,0
9,2,0,2017,0,0.24333222187593873,0
9,2,0,2017,1,0.31689649085255345,0
9,2,0,2018,0,0.3880582143140402,0
9,2,0,2018,1,0.4115941427651872,0
9,2,1,2017,0,0.2610131533478595,0
9,2,1,2017,1,0.3270412875987375,0
9,2,1,2018,0,0.4112656445848346,0
9,2,1,2018,1,0.43459545653066234,0
9,2,2,2019,0,0.5479788578786484,0
9,2,2,2019,1,0.6334850018821998,0
9,2,2,2020,0,0.7020702690271954,0
9,2,2,2020,1,0.726527280611488,0
9,2,0,2019,0,0.46991867262975656,0
9,2,0,2019,1,0.5610543736848412,0
9,2,0,2020,0,0.6453173775156856,0
9,2,0,2020,1,0.6920220893928797,0
9,2,1,2019,0,0.5300660453382434,0
9,2,1,2019,1,0.6172404448067229,0
9,2,1,2020,0,0.689741925552785,0
9,2,1,2020,1,0.7199701992860179,0
9,2,2,2021,0,0.8046776418314571,1
9,2,2,2021,1,0.8678652329934036,1
9,2,2,2022,0,0.9581120566192988,1
9,2,2,2022,1,1.1393142293581242,1
9,2,0,2021,0,0.7591065707335192,0
9,2,0,2021,1,0.8317884034217357,1
9,2,0,2022,0,0.9494293988327235,1
9,2,0,2022,1,1.1211759768900262,1
9,2,1,2021,0,0.7954668105000011,1
9,2,1,2021,1,0.8611793288521089,1
9,2,1,2022,0,0.9576418533415392,1
9,2,1,2022,1,1.1365123331139402,1
10,0,2,2015,0,-0.5988469365771195,2
10,0,2,2015,1,-0.547298486824922,2
10,0,2,2016,0,-0.5083167027564103,0
10,0,2,2016,1,-0.4682206013310161,0
10,0,0,2015,0,-0.5285869728264048,2
10,0,0,2015,1,-0.45707742776219173,0
10,0,0,2016,0,-0.42513581057849215,0
10,0,0,2016,1,-0.4046658651439696,0
10,0,1,2015,0,-0.5609021761759955,2
10,0,1,2015,1,-0.49856481559849114,0
10,0,1,2016,0,-0.46525123542626,0
10,0,1,2016,1,-0.4347846394837517,0
10,0,2,2017,0,-0.4073969088394503,0
10,0,2,2017,1,-0.3841508317239085,0
10,0,2,2018,0,-0.3152628309617253,0
10,0,2,2018,1,-0.2852728794377678,0
10,0,0,2017,0,-0.3590947940460317,0
10,0,0,2017,1,-0.3297425154604058,0
10,0,0,2018,0,-0.28560137761812043,0
10,0,0,2018,1,-0.24537645337690173,0
10,0,1,2017,0,-0.38194796157330857,0
10,0,1,2017,1,-0.3561447515636493,0
10,0,1,2018,0,-0.30022920835499917,0
10,0,1,2018,1,-0.2649381979598611,0
10,0,2,2019,0,-0.2143172724816004,0
10,0,2,2019,1,-0.127567988305342,0
10,0,2,2020,0,-0.05448036374727811,0
10,0,2,2020,1,-0.041185849154183565,0
10,0,0,2019,0,-0.19583119841077612,0
10,0,0,2019,1,-0.13883998468999095,0
10,0,0,2020,0,-0.07178126791251646,0
10,0,0,2020,1,-0.051562526968851836,0
10,0,1,2019,0,-0.20498405947511106,0
10,0,1,2019,1,-0.13324907448320505,0
10,0,1,2020,0,-0.06318234495622711,0
10,0,1,2020,1,-0.04642249661745191,0
10,0,2,2021,0,0.022304475624950623,0
10,0,2,2021,1,0.08171111714244628,0
10,0,2,2022,0,0.1586763084568294,0
10,0,2,2022,1,0.30086449142318705,0
10,0,0,2021,0,-0.006506747134212126,0
10,0,0,2021,1,0.09392996122340574,0
10,0,0,2022,0,0.17147485520899938,0
10,0,0,2022,1,0.28673262852723286,0
10,0,1,2021,0,0.008018025350006966,0
10,0,1,2021,1,0.08769493693749707,0
10,0,1,2022,0,0.164937097305903,0
10,0,1,2022,1,0.2938372068199573,0
10,1,2,2015,0,-1.3901604062018504,2
10,1,2,2015,1,-1.3827595354327296,2
10,1,2,2016,0,-1.3759705730387752,2
10,1,2,2016,1,-1.3675713254470139,2
10,1,0,2015,0,-1.4742430580905403,2
10,1,0,2015,1,-1.459254523469353,2
10,1,0,2016,0,-1.433908634455871,2
10,1,0,2016,1,-1.4331163741385498,2
10,1,1,2015,0,-1.4355768899207988,2
10,1,1,2015,1,-1.4240730124676657,2
10,1,1,2016,0,-1.4056449086639624,2
10,1,1,2016,1,-1.4013293443338397,2
10,1,2,2017,0,-1.352885524443014,2
10,1,2,2017,1,-1.342824462527116,2
10,1,2,2018,0,-1.3244478878497425,2
10,1,2,2018,1,-1.3139552695008323,2
10,1,0,2017,0,-1.4195384493506413,2
10,1,0,2017,1,-1.4103405003007676,2
10,1,0,2018,0,-1.3865340439363891,2
10,1,0,2018,1,-1.3810333097006804,2
10,1,1,2017,0,-1.3866886313153786,2
10,1,1,2017,1,-1.3764794231612822,2
10,1,1,2018,0,-1.354714808427723,2
10,1,1,2018,1,-1.3466955881426441,2
10,1,2,2019,0,-1.2988701177677762,2
10,1,2,2019,1,-1.2905352815839273,2
10,1,2,2020,0,-1.2726353513251047,2
10,1,2,2020,1,-1.2686676085977082,2
10,1,0,2019,0,-1.3642219322355753,2
10,1,0,2019,1,-1.3536326967747965,2
10,1,0,2020,0,-1.3389146900668407,2
10,1,0,2020,1,-1.3370982883637144,2
10,1,1,2019,0,-1.330734441261981,2
10,1,1,2019,1,-1.3212595231580848,2
10,1,1,2020,0,-1.3049183489707394,2
10,1,1,2020,1,-1.3019038950804447,2
10,1,2,2021,0,-1.2524552572261876,2
10,1,2,2021,1,-1.2456856182546068,2
10,1,2,2022,0,-1.2235860641999037,2
10,1,2,2022,1,-1.190935921529169,2
10,1,0,2021,0,-1.3246797689182268,2
10,1,0,2021,1,-1.309652587452292,2
10,1,0,2022,0,-1.2859427481997818,2
10,1,0,2022,1,-1.2406293227334928,2
10,1,1,2021,0,-1.2873275934698958,2
10,1,1,2021,1,-1.276371212984017,2
10,1,1,2022,0,-1.2533312523737945,2
10,1,1,2022,1,-1.2144654088395248,2
10,2,2,2013,0,-0.31628697234753056,0
10,2,2,2013,1,-0.22870678100920372,0
10,2,2,2014,0,-0.16017948413132924,0
10,2,2,2014,1,-0.11523320369014041,0
